Zip,City,State,HOH College,Spouse College
37110-3134,McMinnville,TN,Education,
37322-7015,Decatur,TN,Education,
38572-5506,Crossville,TN,Education,
37854-2916,Rockwood,TN,Education,
37367-0411,Pikeville,TN,Education,
38555-5877,Crossville,TN,Education,
37742-3612,Greenback,TN,Education,
37411-1721,Chattanooga,TN,Education,
30152-4098,Kennesaw,GA,Education,
37090-7779,Lebanon,TN,Education,
37756,Huntsville,TN,Education,
38570-8251,Livingston,TN,Education,
38506-2502,Cookeville,TN,Education,
20708-2848,Laurel,MD,Education,
37912-3536,Knoxville,TN,Education,
34231-4505,Sarasota,FL,Education,
37841-3907,Oneida,TN,Education,
38574-1518,Monterey,TN,Education,
28729-9710,Etowah,NC,Education,
38501-2643,Cookeville,TN,Education,
37770-2914,Lancing,TN,Education,
37323-8938,Cleveland,TN,Education,
37725-4846,Dandridge,TN,Education,
37914-9302,Knoxville,TN,Education,
37830-7834,Oak Ridge,TN,Education,
38588-7203,Whitleyville,TN,Education,
40108-1436,Brandenburg,KY,Education,
37309-5010,Calhoun,TN,Education,
37716-6627,Clinton,TN,Education,
37766-7939,La Follette,TN,Education,
37915-2316,Knoxville,TN,Education,
38549-4338,Byrdstown,TN,Education,
30213-5130,Fairburn,GA,Education,
38565-5030,Grimsley,TN,Education,
37415-4508,Chattanooga,TN,Education,
37148-9721,Portland,TN,Education,
38571-2111,Crossville,TN,Education,
37840-3522,Oliver Springs,TN,Education,
38501-2641,Cookeville,TN,Education,
75115-6322,Desoto,TX,Education,
37354-6356,Madisonville,TN,Education,
37912-4429,Knoxville,TN,Education,
37357-6016,Morrison,TN,Education,
37421-2976,Chattanooga,TN,Education,
37040-5633,Clarksville,TN,Education,
37357-7603,Morrison,TN,Education,
37354-6445,Madisonville,TN,Education,
37307-1141,Benton,TN,Education,
37801-7862,Maryville,TN,Education,
37074-3348,Hartsville,TN,Education,
37074-3174,Hartsville,TN,Education,
37918-9801,Knoxville,TN,Education,
37013-4663,Cane Ridge,TN,Education,
37110-4217,Mc Minnville,TN,Education,
37772-6054,Lenoir City,TN,Education,
37166-7443,Smithville,TN,Education,
37416-3124,Chattanooga,TN,Education,
38506-4158,Cookeville,TN,Education,
37398-2706,Winchester,TN,Education,
37083-1805,Lafayette,TN,Education,
37892-0431,Winfield,TN,Education,
37701-1671,Alcoa,TN,Education,
37803-4330,Maryville,TN,Education,
37367-3027,Pikeville,TN,Education,
37763-2935,Kingston,TN,Education,
37938-2434,Knoxville,TN,Education,
37189-2903,Whites Creek,TN,Education,
38583-4851,Sparta,TN,Education,
24153-7919,Salem,VA,Education,
37921-3851,Knoxville,TN,Education,
37074-1920,Hartsville,TN,Education,
37763-4505,Kingston,TN,Education,
37090-5108,Lebanon,TN,Education,
38583-5715,Sparta,TN,Education,
37922-7221,Knoxville,TN,Education,
37716-2838,Clinton,TN,Education,
38501-6721,Cookeville,TN,Education,
37918-9479,Knoxville,TN,Education,
37381-0154,Spring City,TN,Education,
37327-3622,Dunlap,TN,Education,
37725-5042,Dandridge,TN,Education,
37416-1716,Chattanooga,TN,Education,
38555-5900,Crossville,TN,Education,
37110-3901,McMinnville,TN,Education,
37421-1956,Chattanooga,TN,Education,
37076-3735,Hermitage,TN,Education,
37766-5814,La Follette,TN,Education,
37381-4514,Spring City,TN,Education,
37363-9645,Ooltewah,TN,Education,
38571,Crossville,TN,Education,
37852-3135,Robbins,TN,Education,
37922-6176,Knoxville,TN,Education,
37013-3580,Antioch,TN,Education,
38506-4407,Cookeville,TN,Education,
37874-6758,Sweetwater,TN,Education,
37830-5132,Oak Ridge,TN,Education,
37327-8918,Dunlap,TN,Education,
37830-5208,Oak Ridge,TN,Education,
37363-4951,Ooltewah,TN,Education,
38556-0366,Jamestown,TN,Education,
38506-7092,Cookeville,TN,Education,
85254-9209,Scottsdale,AZ,Education,
37938-3034,Knoxville,TN,Education,
37748-8241,Harriman,TN,Education,
63451-0103,Leonard,MO,Education,
37085-4596,Lascassas,TN,Education,
37804-2813,Maryville,TN,Education,
37166-8408,Smithville,TN,Education,
37066-1414,Gallatin,TN,Education,
37150-3216,Red Boiling Springs,TN,Education,
37801-5803,Maryville,TN,Education,
37411-2031,Chattanooga,TN,Education,
37110-6023,Mc Minnville,TN,Education,
37145-3504,Pleasant Shade,TN,Education,
37727-3240,Del Rio,TN,Education,
37130-6640,Murfreesboro,TN,Education,
38557-2903,Crossville,TN,Education,
37397-8006,Whitwell,TN,Education,
37922-6060,Knoxville,TN,Education,
37854-4616,Rockwood,TN,Education,
38506-0002,Cookeville,TN,Education,
32503-0594,Pensacola,FL,Education,
37917-1208,Knoxville,TN,Education,
35803-2011,Huntsville,AL,Education,
34452-8601,Inverness,FL,Education,
38506-7510,Cookeville,TN,Education,
37115-5814,Madison,TN,Education,
38583-1234,Sparta,TN,Education,
37083-3614,Lafayette,TN,Education,
37216-3527,Nashville,TN,Education,
38501-7002,Cookeville,TN,Education,
37087-1154,Lebanon,TN,Education,
37830-4134,Oak Ridge,TN,Education,
37748-7937,Harriman,TN,Education,
38544-3626,Baxter,TN,Education,
80004-1433,Arvada,CO,Education,
38555-1552,Crossville,TN,Education,
30736-3186,Ringgold,GA,Education,
30041-0808,Cumming,GA,Education,
37804-6123,Maryville,TN,Education,
37090-0869,Lebanon,TN,Education,
80921-3743,Colorado Springs,CO,Education,
38570-8915,Livingston,TN,Education,
37323-7765,Cleveland,TN,Education,
37388-2703,Tullahoma,TN,Education,
37701-1542,Alcoa,TN,Education,
37160-5731,Shelbyville,TN,Education,
37329-5371,Englewood,TN,Education,
37110-6756,Mc Minnville,TN,Education,
37110-6338,McMinnville,TN,Education,
37323-8973,Cleveland,TN,Education,
38541-6826,Allons,TN,Education,
37135-2103,Nolensville,TN,Education,
37343-5809,Hixson,TN,Education,
37388-4629,Tullahoma,TN,Education,
37421-8804,Chattanooga,TN,Education,
37412-1855,Chattanooga,TN,Education,
75771-6242,Lindale,TX,Education,
30740-9712,Rocky Face,GA,Education,
37803-6056,Maryville,TN,Education,
92123-2159,San Diego,CA,Education,
37214-2762,Nashville,TN,Education,
42041-7736,Fulton,KY,Education,
37343-1580,Hixson,TN,Education,
38563-2220,Gordonsville,TN,Education,
37162-0337,Shelbyville,TN,Education,
37066-5221,Gallatin,TN,Education,
37343-4682,Hixson,TN,Education,
37343-5809,Hixson,TN,Education,
37343-2484,Hixson,TN,Education,
37412-1231,Chattanooga,TN,Education,
37327-1761,Dunlap,TN,Education,
37381-2679,Spring City,TN,Education,
37388-6487,Tullahoma,TN,Education,
37190-1680,Woodbury,TN,Education,
37211-4429,Nashville,TN,Education,
37331-5509,Etowah,TN,Education,
37388-5398,Tullahoma,TN,Education,
38506-4367,Cookeville,TN,Education,
37331-5340,Etowah,TN,Education,
35740-6720,Bridgeport,AL,Education,
32118-6148,Daytona Beach,FL,Education,
30189-7197,Woodstock,GA,Education,
37748-2916,Harriman,TN,Education,
37934-7004,Knoxville,TN,Education,
37012-0122,Alexandria,TN,Education,
38401-6034,Columbia,TN,Education,
37803-0602,Maryville,TN,Education,
37701-1602,Alcoa,TN,Education,
37343-3300,Hixson,TN,Education,
37086-6208,La Vergne,TN,Education,
37149-5509,Readyville,TN,Education,
37310-5009,Charleston,TN,Education,
37303-6196,Athens,TN,Education,
37362-6005,Old Fort,TN,Education,
37803-8102,Maryville,TN,Education,
37886-2420,Walland,TN,Education,
37887-4204,Wartburg,TN,Education,
37421-1053,Chattanooga,TN,Education,
37934-8106,Knoxville,TN,Education,
37408-1728,Chattanooga,TN,Education,
37207-3808,Nashville,TN,Education,
37090-5152,Lebanon,TN,Education,
37160-4609,Shelbyville,TN,Education,
37411-2109,Chattanooga,TN,Education,
37355-6810,Manchester,TN,Education,
20852-4641,North Bethesda,MD,Education,
37162-1628,Shelbyville,TN,Education,
37150-5287,Red Boiling Springs,TN,Education,
37421-4280,Chattanooga,TN,Education,
37075-4531,Hendersonville,TN,Education,
37411-4525,Chattanooga,TN,Education,
37801-3699,Maryville,TN,Education,
37411-3127,Chattanooga,TN,Education,
29438-6882,Edisto Island,SC,Education,
30736-3077,Ringgold,GA,Education,
37312-4913,Cleveland,TN,Education,
37363-8010,Ooltewah,TN,Education,
08628-3236,Ewing,NJ,Education,
37923-6614,Knoxville,TN,Education,
30711-5311,Crandall,GA,Education,
37343-1323,Hixson,TN,Education,
45506-3721,Springfield,OH,Education,
45036-9315,Lebanon,OH,Education,
37312-3312,Cleveland,TN,Education,
62234-4485,Collinsville,IL,Education,
37405-1304,Chattanooga,TN,Education,
37130-4644,Murfreesboro,TN,Education,
38506-6164,Cookeville,TN,Education,
38551-6284,Celina,TN,Education,
37312-7071,Cleveland,TN,Education,
37828-0186,Norris,TN,Education,
37130-3404,Murfreesboro,TN,Education,
37331-5503,Etowah,TN,Education,
37110-7491,Mc Minnville,TN,Education,
37421-3208,Chattanooga,TN,Education,
37411-2102,Chattanooga,TN,Education,
37184-3857,Watertown,TN,Education,
38559-1219,Doyle,TN,Education,
37370-5385,Riceville,TN,Education,
37421-7018,Chattanooga,TN,Education,
30736-3364,Ringgold,GA,Education,
37037-5435,Christiana,TN,Education,
37183-3138,Wartrace,TN,Education,
38401-5725,Columbia,TN,Education,
37405-1251,Chattanooga,TN,Education,
37184-4424,Watertown,TN,Education,
37801-8661,Maryville,TN,Education,
37327-4727,Dunlap,TN,Education,
37411-1618,Chattanooga,TN,Education,
30736-5960,Ringgold,GA,Education,
37307-5635,Benton,TN,Education,
38551-8218,Celina,TN,Education,
37354-6231,Madisonville,TN,Education,
37090-6503,Lebanon,TN,Education,
30076-1366,Roswell,GA,Education,
38558-2762,Crossville,TN,Education,
37748-3949,Harriman,TN,Education,
38506-5543,Cookeville,TN,Education,
37705-3314,Andersonville,TN,Education,
37303-6107,Athens,TN,Education,
30736-1557,Ringgold,GA,Education,
37174-2691,Spring Hill,TN,Education,
37921-5157,Knoxville,TN,Education,
38506-3528,Cookeville,TN,Education,
32304-4067,Tallahassee,FL,Education,
37716-5799,Clinton,TN,Education,
37331-5004,Etowah,TN,Education,
37327-4719,Dunlap,TN,Education,
99654-7374,Wasilla,AK,Education,
38582-6226,Silver Point,TN,Education,
37909-1902,Knoxville,TN,Education,
37323-5405,Cleveland,TN,Education,
30677-4947,Watkinsville,GA,Education,
37042-8819,Clarksville,TN,Education,
23112-1914,Midlothian,VA,Education,
37421-1626,Chattanooga,TN,Education,
30009-7989,Alpharetta,GA,Education,
37122-8002,Mount Juliet,TN,Education,
37757-5142,Jacksboro,TN,Education,
37421-4526,Chattanooga,TN,Education,
37083-3169,Lafayette,TN,Education,
38583-8817,Sparta,TN,Education,
37421-4810,Chattanooga,TN,Education,
32550-4221,Miramar Beach,FL,Education,
37110-7473,McMinnville,TN,Education,
37214-2765,Nashville,TN,Education,
38572-7293,Crossville,TN,Education,
37854-4221,Rockwood,TN,Education,
38506-8973,Cookeville,TN,Education,
70508-5418,Lafayette,LA,Education,
38549-4630,Byrdstown,TN,Education,
37716-3403,Clinton,TN,Education,
38572-3125,Crossville,TN,Education,
37841-6856,Oneida,TN,Education,
11418-2900,Richmond Hill,NY,Education,
38501-3690,Cookeville,TN,Education,
38572-5555,Crossville,TN,Education,
38571-0727,Crossville,TN,Education,
37387-5040,Tracy City,TN,Education,
37757-5126,Jacksboro,TN,Education,
37303-6243,Athens,TN,Education,
37705-3617,Andersonville,TN,Education,
37854-2829,Rockwood,TN,Education,
37128-2610,Murfreesboro,TN,Education,
38506-5000,Cookeville,TN,Education,
37849-5422,Powell,TN,Education,
38501-2645,Cookeville,TN,Education,
37312-3417,Cleveland,TN,Education,
38547-5028,Brush Creek,TN,Education,
38501-6701,Cookeville,TN,Education,
38541-6836,Allons,TN,Education,
37716-7219,Clinton,TN,Education,
37803-5367,Maryville,TN,Education,
37803-2815,Maryville,TN,Education,
37323-4446,Cleveland,TN,Education,
38573-5103,Monroe,TN,Education,
38549-4317,Byrdstown,TN,Education,
59718-8433,Bozeman,MT,Education,
37804-4549,Maryville,TN,Education,
37311-4134,Cleveland,TN,Education,
37828-1256,Norris,TN,Education,
38582-0123,Silver Point,TN,Education,
37367-7412,Pikeville,TN,Education,
38549-4616,Byrdstown,TN,Education,
37122-2902,Mount Juliet,TN,Education,
38506-4910,Cookeville,TN,Education,
37013-1847,Antioch,TN,Education,
38572-6339,Crossville,TN,Education,
37166-7400,Smithville,TN,Education,
38555-1405,Crossville,TN,Education,
37013-3926,Antioch,TN,Education,
38555-3882,Crossville,TN,Education,
37209-1915,Nashville,TN,Education,
38577-0087,Pall Mall,TN,Education,
37363-0815,Ooltewah,TN,Education,
38583-3133,Sparta,TN,Education,
37312-3811,Cleveland,TN,Education,
37367-2503,Pikeville,TN,Education,
37209-2326,Nashville,TN,Education,
37840-1316,Oliver Springs,TN,Education,
37214-3509,Nashville,TN,Education,
37360-9607,Normandy,TN,Education,
77433-2959,Cypress,TX,Education,
37771-7818,Lenoir City,TN,Education,
38570-0863,Livingston,TN,Education,
37748-5105,Harriman,TN,Education,
37062-7300,Fairview,TN,Education,
38506-7190,Cookeville,TN,Education,
37075-4305,Hendersonville,TN,Education,
38571-0261,Crossville,TN,Education,
39110-6560,Madison,MS,Education,
37323-5082,Cleveland,TN,Education,
38583-2541,Sparta,TN,Education,
37357-7101,Morrison,TN,Education,
38585-5443,Spencer,TN,Education,
37166-7308,Smithville,TN,Education,
38556-6336,Jamestown,TN,Education,
37912-5459,Knoxville,TN,Education,
33322-6601,Plantation,FL,Education,
37341-9724,Harrison,TN,Education,
37774-1577,Loudon,TN,Education,
38583-1427,Sparta,TN,Education,
37055-3069,Dickson,TN,Education,
37923-2420,Knoxville,TN,Education,
37363-9730,Ooltewah,TN,Education,
38502-2156,Cookeville,TN,Education,
38541-6815,Allons,TN,Education,
37754-2517,Heiskell,TN,Education,
37846-3208,Philadelphia,TN,Education,
37190-5699,Woodbury,TN,Education,
37804-3914,Maryville,TN,Education,
37083-4241,Lafayette,TN,Education,
37763-6509,Kingston,TN,Education,
37931-4004,Knoxville,TN,Education,
37801-3537,Maryville,TN,Education,
37841-3626,Oneida,TN,Education,
37363-1444,Ooltewah,TN,Education,
37404-5539,Chattanooga,TN,Education,
37322-4608,Decatur,TN,Education,
37766-5168,La Follette,TN,Education,
37321-5155,Dayton,TN,Education,
38556-6332,Jamestown,TN,Education,
37150-7310,Red Boiling Springs,TN,Education,
37166-8408,Smithville,TN,Education,
37379-9133,Soddy Daisy,TN,Education,
77477-6252,Stafford,TX,Education,
38570-5917,Livingston,TN,Education,
38016-3303,Cordova,TN,Education,
37387-5226,Tracy City,TN,Education,
37840-6008,Oliver Springs,TN,Education,
37918-1022,Knoxville,TN,Education,
37918-8198,Knoxville,TN,Education,
37854-4633,Rockwood,TN,Education,
37755-5122,Helenwood,TN,Education,
37322-3225,Decatur,TN,Education,
37934-4621,Knoxville,TN,Education,
37922-3126,Knoxville,TN,Education,
37766-3769,La Follette,TN,Education,
37355-2535,Manchester,TN,Education,
37404-4432,Chattanooga,TN,Education,
37763-3512,Kingston,TN,Education,
37110-4916,Mc Minnville,TN,Education,
37880-2306,Ten Mile,TN,Education,
37887-4070,Wartburg,TN,Education,
37882-3342,Townsend,TN,Education,
37852-3514,Robbins,TN,Education,
37167-7532,Smyrna,TN,Education,
38583-4752,Sparta,TN,Education,
37110-7442,Mc Minnville,TN,Education,
38562-6080,Gainesboro,TN,Education,
37166-5020,Smithville,TN,Education,
24085-3150,Eagle Rock,VA,Education,
37129-1699,Murfreesboro,TN,Education,
37321-5272,Dayton,TN,Education,
37388-5376,Tullahoma,TN,Education,
37303-6479,Athens,TN,Education,
37770-1805,Lancing,TN,Education,
37932-2433,Knoxville,TN,Education,
38574-1039,Monterey,TN,Education,
37872-3112,Sunbright,TN,Education,
37772-7018,Lenoir City,TN,Education,
37321-5729,Dayton,TN,Education,
37748-5004,Harriman,TN,Education,
37110-4865,Mc Minnville,TN,Education,
37716-6665,Clinton,TN,Education,
37763-5246,Kingston,TN,Education,
37604-6116,Johnson City,TN,Education,
37887-4076,Wartburg,TN,Education,
30705-5589,Chatsworth,GA,Education,
37880-4815,Ten Mile,TN,Education,
37322-7231,Decatur,TN,Education,
37854-4759,Rockwood,TN,Education,
38565-5026,Grimsley,TN,Education,
38570-5939,Livingston,TN,Education,
38506-8956,Cookeville,TN,Education,
37766-4943,La Follette,TN,Education,
37757-3805,Jacksboro,TN,Education,
38506-7831,Cookeville,TN,Education,
37918-1206,Knoxville,TN,Education,
30736-9001,Ringgold,GA,Education,
37355-7268,Manchester,TN,Education,
37110-2032,McMinnville,TN,Education,
38504-5104,Allardt,TN,Education,
38555-4749,Crossville,TN,Education,
37397-7856,Whitwell,TN,Education,
37918-5155,Knoxville,TN,Education,
37381-5269,Spring City,TN,Education,
37755-5355,Helenwood,TN,Education,
37363-6593,Ooltewah,TN,Education,
37421-1355,Chattanooga,TN,Education,
37932-3146,Knoxville,TN,Education,
37022-4611,Bethpage,TN,Education,
37122-6124,Mount Juliet,TN,Education,
37388-7705,Tullahoma,TN,Education,
37931-4171,Knoxville,TN,Education,
38506-6425,Cookeville,TN,Education,
37367-1129,Pikeville,TN,Education,
38555-5207,Crossville,TN,Education,
38551-0192,Celina,TN,Education,
37931-1533,Knoxville,TN,Education,
37885-1706,Vonore,TN,Education,
37921-2114,Knoxville,TN,Education,
37748-3516,Harriman,TN,Education,
37321-6222,Dayton,TN,Education,
37921-2924,Knoxville,TN,Education,
37912-1119,Knoxville,TN,Education,
37920-5655,Knoxville,TN,Education,
37920-2330,Knoxville,TN,Education,
38572-1774,Crossville,TN,Education,
38501-1970,Cookeville,TN,Education,
37312-5149,Cleveland,TN,Education,
99611-6432,Kenai,AK,Education,
37920-2867,Knoxville,TN,Education,
37321-1223,Dayton,TN,Education,
38555-3918,Crossville,TN,Education,
37323-8404,Cleveland,TN,Education,
37932-1827,Knoxville,TN,Education,
37355-2474,Manchester,TN,Education,
37918-2565,Knoxville,TN,Education,
37303-5060,Athens,TN,Education,
37934-4827,Knoxville,TN,Education,
37343-4043,Hixson,TN,Education,
37774-4019,Loudon,TN,Education,
37312-4074,Cleveland,TN,Education,
38562-6028,Gainesboro,TN,Education,
38544-4564,Baxter,TN,Education,
37801-7602,Maryville,TN,Education,
37934-2707,Knoxville,TN,Education,
37917-3521,Knoxville,TN,Education,
37190-5465,Woodbury,TN,Education,
37110-7664,Mc Minnville,TN,Education,
37918-2338,Knoxville,TN,Education,
22407-3733,Fredericksburg,VA,Education,
37762-2278,Jellico,TN,Education,
37748-3707,Harriman,TN,Education,
37323-8431,Cleveland,TN,Education,
38553-0121,Clarkrange,TN,Education,
37923-1807,Knoxville,TN,Education,
30067-5656,Marietta,GA,Education,
37643-6953,Elizabethton,TN,Education,
37030-1004,Carthage,TN,Education,
37312-4101,Cleveland,TN,Education,
37917-5315,Knoxville,TN,Education,
37110-6201,Mc Minnville,TN,Education,
37934-5050,Knoxville,TN,Education,
37918-1325,Knoxville,TN,Education,
